ingredient_seq,ingredient_code,ingredient_name
10542,M251782,디메티콘1000
10543,M251785,천연허니WONF두라롬860340
10544,M251786,천연레몬WONF두라롬860098
10545,M251787,백차WONF두라롬858233
10546,M251788,천연카모마일두라롬860335
10547,M251789,천연레몬두라롬860202
10548,M251804,상하부 무색투명의 캡슐
10549,M251805,에키나시아안구스티폴틴크 D2
10550,M251806,에키나시아플푸르틴크 D2
10551,M251826,소르베이트칼륨
10552,M251828,"상부 초록색, 하부 미황색의 캡슐"
10553,M251833,황련수포화부탄올건조엑스(4.5~7→1)
10554,M251836,"리소머 RG 502H, poly(D,L-lactide-co-glycolide)"
10555,M251837,"리소머 RG 502, poly(D,L-lactide-co-glycolide)"
10556,M251841,폴리옥시에틸렌하이드로제네이티드캐스터오일60
10557,M251842,세프라딘·L-아르기닌
10558,M251853,이르베사르탄
10559,M251854,염화인듐(111 In)액
10560,M251855,L-아스파르트산-L-아르기닌
10561,M251858,오렌지오일G-7471-A
10562,M251863,에리트로마이신락토비온산염
10563,M251865,"상부청록색, 하부미황색의 경질캡슐"
10564,M251866,상하 적색의 경질캡슐제
10565,M251870,바닐라향분말
10566,M251874,"상,하부 농갈색의 캡슐"
10567,M251876,비스무트차살리실산염
10568,M251877,L-시스테인염산염수화물
10569,M251881,"상,하부-하늘색 불투명캡슐"
10570,M251892,류코시아니딘수화물
10571,M251893,세포티암염산염*건조탄산나트륨
10572,M251902,"상부 노란색, 하부 흰색의 경질캡슐제"
10573,M251904,"상부, 하부 농황색의 경질캡슐제"
10574,M251905,카바지탁셀아세톤용매화물
10575,M251906,폴리소르베이트80 DF RPR-2
10576,M251913,아이비엽30%에탄올건조엑스(5~7.5→1)
10577,M251915,시타글립틴인산염수화물
10578,M251916,오파드라이 II 핑크
10579,M251917,오파드라이 II 라이트베이지
10580,M251918,락툴로오스액
10581,M251920,헵타미놀염산염
10582,M251929,식용황색5호
10583,M251930,세프디니르무수물
10584,M251934,오렌지오일73937
10585,M251935,바나나오일8336
10586,M251936,덱스클로르페니라민말레이트
10587,M251963,세포티암헥세틸염산염
10588,M251964,미결정셀룰로오스12
10589,M251982,메타아크릴산·메타아크릴산메칠코폴리머(1:2)
10590,M251996,디클로페낙베타디메틸아미노에탄올
10591,M252000,이미페넴수화물ㆍ실라스타틴나트륨
10592,M252003,"휴먼인슐린(숙주:S. Cerevisiae, 벡터: pAK729.6.16-△amp)"
10593,M252014,N-(3-플루오르프로필)-2베타-카르복시-메톡시-3베타-(4-[123I
10594,M252018,오파드라이AMB마룬80W46001
10595,M252019,부테나핀염산염
10596,M252025,실로스타졸(미분화)
10597,M252026,메타아크릴산·메타아크릴산메틸공중합체(1:2)
10598,M252035,아세틸-엘-카르니틴염산염
10599,M252056,클로파라빈
10600,M252059,오파드라이 II 옐로우 85F12347
10601,M252062,나프토피딜
10602,M252063,나프토피딜
10603,M252066,리바스티그민타르타르산염
10604,M252068,리바스티그민주석산염
10605,M252069,리바스티그민타르타르산염
10606,M252071,엔테카비르
10607,M252076,메로페넴수화물·건조탄산나트륨
10608,M252077,메로페넴수화물 건조탄산나트륨
10609,M252078,오파드라이AMB흰색(80W68912)
10610,M252079,미결정셀룰로오스(Avicel PH102)
10611,M252083,폴리에틸렌글리콜 1450
10612,M252084,레몬라임에센스 비-6100
10613,M252091,L-리신아세테이트산염
10614,M252092,"캡슐(상 : 청색, 하 : 흰색)"
10615,M252095,"불활화 콜레라균(V. Cholerae Inaba 6973 El Tor biotype, Formalin inactivated)"
10616,M252099,아카시아향(SP-42106)
10617,M252100,살구향70928
10618,M252101,폼제로
10619,M252103,청색1호(브릴리안트블루 FCE)
10620,M252107,에스암로디핀베실산염2.5수화물
10621,M252108,미티글리니드칼슘수화물
10622,M252116,L-테아닌
10623,M252121,폴리옥시에틸렌라우릴에테르황산나트륨
10624,M252128,L-리신말산염
10625,M252130,미결정셀룰로오스(12)
10626,M252141,포도엽엑스
10627,M252145,타펜타돌염산염
10628,M252159,라우로일마크로골글리세리드
10629,M252160,경질캡슐1호
10630,M252166,육계유
10631,M252170,"상부 황색, 하부 담황색의 경질 캡슐"
10632,M252175,현호색·견우자(5:1) 50% 에탄올 연조엑스(9.5~11.5→1)
10633,M252178,폴리네이트나트륨
10634,M252180,로플루밀라스트(미분화)
10635,M252182,자가골수유래 중간엽줄기세포
10636,M252183,쌍화탕연조엑스(3.13->1)
10637,M252187,D-소르비톨액(70%)(비결정성)
10638,M252201,마페니드아세트산염
10639,M252202,48.15%테오필린지속성과립(48.15% Theophylline-sustained release bead)
10640,M252203,엔유-파레일피지 20-25 멧쉬 (NU-Pareilpg 20-25 mesh)
10641,M252204,상하부 무색투명
10642,M252217,"1,2-펜탄디올"
10643,M252220,아르베카신황산염
10644,M252226,오파드라이분홍색(03B640005)
10645,M252236,오파드라이 Ⅱ 녹색 (85F61388)
10646,M252238,상부 하부 백색의 경질캡슐
10647,M252240,오파드라이 Ⅱ흰색(85G68914)
10648,M252241,알모트립탄말산염
10649,M252242,히드록시에틸렌셀룰로오스
10650,M252246,오파드라이 II 흰색(85G68914)
10651,M252247,"상부 녹색, 하부 연두색"
10652,M252248,"상-노란색, 하-연한노란색 캡슐"
10653,M252249,디클로페낙β-디메틸아미노에탄올
10654,M252257,부칠히드록시아니솔
10655,M252260,조합향료(시트러스향 91069)
10656,M252261,"상부 노란색, 하부 흰색의 경질캡슐"
10657,M252262,바데나필염산염(미분화)
10658,M252264,1차 실리콘계 점착용액
10659,M252265,2차 실리콘계 점착용액
10660,M252266,에틸렌비닐아세테이트공중합체 멤브레인
10661,M252267,실리코나이즈드폴레에스텔필름
10662,M252268,불소수지폴리에스텔필름
10663,M252270,아이비엽30%에탄올건조엑스(5~7.5->1)
10664,M252273,"상부 적갈색, 하부 흰색의 경질캡슐"
10665,M252274,나트륨 이온(Na+)
10666,M252275,인산 이온(HPO4 2-)
10667,M252276,염소 이온(Cl-)
10668,M252277,아세트산 이온(CH3COO-)
10669,M252295,"상부:갈색불투명캡슐,하부:무색투명캡슐"
10670,M252297,로미플로스팀
10671,M252300,칼륨 이온(K+)
10672,M252301,마그네슘 이온(Mg2+)
10673,M252302,아세트산 이온(acetate-)
10674,M252303,말산 이온(malate-)
10675,M252304,인(P)
10676,M252305,말산이온(Malate-)
10677,M252307,락색소(원레드파우다-엘)
10678,M252310,장나환건조엑스(6.7->1)
10679,M252321,핀골리모드염산염
10680,M252323,메로페넴·건조탄산나트륨
10681,M252327,돼지뇌펩타이드
10682,M252333,노르에피네프린타르타르산염수화물
10683,M252334,가도테리돌
10684,M252335,칼테리돌칼슘
10685,M252342,테르비나핀염산염
10686,M252343,Pharmaburst B2
10687,M252356,테르비나핀염산염
10688,M252358,"헤모필루스인플루엔자비형균협막다당류.파상풍톡소이드접합체(헤모필루스인플루엔자비형균주 ATCC31441, 파상풍균주 Harvard43415)"
10689,M252359,"정향연조엑스 
(5→1)"
10690,M252360,"산사연조엑스 
(5→1)"
10691,M252361,"메틸-N,S-디아세틸시스테인"
10692,M252363,페퍼민트향분말(알에프에이-05128)
10693,M252378,멸균거즈볼
10694,M252389,㎗-메틸에페드린염산염
10695,M252391,향소산 연조엑스(5.82→1)
10696,M252392,승마추출물
10697,M252402,스티렌이소프렌스티렌블럭공중합체/탄화수소수지 점착제
10698,M252403,정제 불활화 인플루엔자 바이러스 항원 A형[A/California/7/2009 derived strain used NYMC X-179A (H1N1)
10699,M252404,정제 불활화 인플루엔자 바이러스 항원 A형[A/Victoria/210/2009 derived strain used NYMC X-187 (H3N2)
10700,M252411,우스테키누맙
10701,M252421,독사조신메실산염
10702,M252425,상하 모두 백색의 경질 캡슐제
10703,M252430,글루콘산제이철나트륨착염
10704,M252442,디에노게스트(미분화)
10705,M252443,소청룡탕연조엑스[2.77→1
10706,M252444,향소산연조엑스[3.14→1
10707,M252447,"헤모필루스 인플루엔자 비형균 협막다당류.파상풍톡소이드접합체(균주: Haemophilus influenzae type b(ATCC 31441),  Clostridium tetani(Harvard 43415))"
10708,M252449,라우릴디모니움하이드로지드애니멀콜라겐
10709,M252461,이스프레이 GAIIEKRPB01A 백색
10710,M252471,카프레오마이신황산염
10711,M252473,아스코르브산칼슘
10712,M252474,판토텐산칼슘에스
10713,M252478,엔테카비르
10714,M252480,"캡슐(상부:녹색, 하부:흰색)"
10715,M252482,약독 황열 생바이러스 17D(AB237주)
10716,M252497,"상부백색 캅셀, 하부연회색 캅셀"
10717,M252499,드링크향SJ-C
10718,M252500,카라멜색소비에이
10719,M252511,인삼묽은에탄올엑스(10→1.5)
10720,M252512,우황묽은에탄올추출액(1→100)
10721,M252513,"공캡슐(상 : 살구색, 하: 백색)"
10722,M252517,하우소른엑스
10723,M252525,"상부:적색(불투명),  하부:적색(불투명)"
10724,M252526,바닐라향#V-21011
10725,M252527,딸기엣센스#80-CY
10726,M252536,실리콘화알루미늄화폴리테레프탈레이트필름
10727,M252537,야자유지방산디에탄올아민
10728,M252538,아르티초쿠스연조엑스
10729,M252541,소르브산칼륨
10730,M252542,오렌지오일 2670
10731,M252544,린트포(수출용)
10732,M252545,아크릴산전분
10733,M252563,아바나필
10734,M252565,울리프리스탈 아세테이트
10735,M252566,포스아프레피탄트 디메글루민염
10736,M252579,혼합베리향
10737,M252585,티카그렐러
10738,M252586,티카그렐러
10739,M252587,오파드라이Ⅱ블루 85F30569
10740,M252588,오파드라이Ⅱ옐로우 85F32109
10741,M252589,오파드라이-OY-S-28924 화이트
10742,M252613,"상부 흰색, 하부 황색의 경질캡슐"
10743,M252615,리신아세트산염
10744,M252620,허벌에센스씨
10745,M252634,시메티콘파우더
10746,M252637,비스쿰알붐 (아종:아비에티스) 60mg에서 추출한 수용성 엑스
10747,M252638,자당스테아르산에스테르
10748,M252651,티퀴쥼브롬화물
10749,M252652,"상부 갈색, 하부 미황색의 캡슐"
10750,M252661,L-히스티딘염산염수화물
10751,M252669,오파드라이오렌지 YS-1-13065-A
10752,M252674,"상부하늘색, 하부백색의 경질캡슐"
10753,M252678,시트러스향 91069
10754,M252679,β-카로틴20%과립
10755,M252681,전분글리콜산마그네슘
10756,M252682,아세브로필린(암브록솔아세브로핀린산염)
10757,M252694,호화전분혼합물
10758,M252702,테모카프릴염산염
10759,M252703,"상부 암청색, 하부 황색 캡슐"
10760,M252705,탤크(활석가루)
10761,M252709,등황색캡슐(상)
10762,M252710,유백색캡슐(하)
10763,M252712,카로베린염산염
10764,M252725,박하향분말ZD7741
10765,M252750,토수플록사신토실산염수화물
10766,M252754,오파드라이 II 그린 85F610011
10767,M252763,아모롤핀염산염
10768,M252764,"암모니오메타크릴레이트공중합체,타입A"
10769,M252765,아세트산부틸
10770,M252766,마크로골스테아레이트
10771,M252771,메타아크릴산디메틸아미노에틸.메타아크릴산메틸공중합체
10772,M252772,오파드라이85G68914
10773,M252779,"상부 녹색, 하부 흰색의 경질캡슐"
10774,M252780,히프로멜로오스아세테이트숙시네이트
10775,M252787,트리메부틴말레산염
10776,M252789,실데나필시트르산염
10777,M252799,디에틸렌글리콜모노에틸에텔
10778,M252802,딸기향47
10779,M252804,오파드라이 노란색 85F62533
10780,M252818,상부 주황색의 경질캡슐
10781,M252819,하부 주황색의 경질캡슐
10782,M252822,메론후레바
10783,M252874,아스코르브산나트륨
10784,M252876,오파드라이 핑크 03B54588
10785,M252917,폴리옥시(10)올레일에테르
10786,M252921,프로게스테론(미분화)
10787,M252922,톨밥탄분무건조분말
10788,M252923,오파드라이황색(03F620015)
10789,M252933,톨밥탄
10790,M252936,에틸렌글리콜모노스테아레이트
10791,M252937,팔미티산세틸
10792,M252938,아보카드유
10793,M252940,"캡슐(상,하부 진갈색)"
10794,M252960,라벤더향오일
10795,M252963,"상부초록색, 하부핑크색 캡슐"
10796,M252965,상-하부 자색의 경질캡슐
10797,M252973,감초30%에탄올유동엑스
10798,M252974,드링크향RFY-0980-1
10799,M252988,메타아크릴산디메틸아미노에틸·메타아크릴산메틸공중합체
10800,M252991,글리세린디스테아레이트
10801,M252992,오파드라이II 레드 (85F15464)
10802,M252996,리나글립틴
10803,M253005,오파드라이 II 녹색 85F41079
10804,M253011,상하부 백색캡슐
10805,M253015,"상부 백색, 하부 백색의 캡슐"
10806,M253016,"상부 하늘색, 하부 백색의 캡슐"
10807,M253027,"농축레티놀팔미테이트(유상형, 합성)"
10808,M253028,아스코르브산칼슘수화물
10809,M253036,"상부 암적색, 하부 보라색의 캡슐"
10810,M253037,"상부 주홍색, 하부 연보라색의 캡슐"
10811,M253050,디페메린염산염
10812,M253051,프리디놀메실산염
10813,M253057,"상부 연한붉은색, 하부 연한보라색 캡슐"
10814,M253069,"상, 하 연한 오렌지색 경질캡슐"
10815,M253086,민트향 HF-30961
10816,M253090,모사프리드시트르산염수화물
10817,M253113,세프라딘엘아르기닌
10818,M253116,상·하부 갈색 캡슐
10819,M253117,오파드라이핑크03B44038
10820,M253142,레몬향(B90784)
10821,M253158,오파드라이그린(33G41028)
10822,M253167,세벨라머탄산염
10823,M253170,스테아르산아연
10824,M253171,아데닌염산염
10825,M253177,비스쿰알붐 (아종: 아비에티스) 60밀리그램에서 추출한 수용성엑스
10826,M253180,스테아린산 글리세릴
10827,M253181,메타크릴산 에칠아크릴레이트 공중합체(1:1)
10828,M253182,적산화철(CI77491)
10829,M253183,황산화철(CI77492)
10830,M253186,(상)농갈색캡슐
10831,M253190,"(상) 적색, (하) 미황색"
10832,M253195,오파드라이핑크 03B64003
10833,M253198,아세트산마그네슘
10834,M253202,오파드라이다크블루 YS-1-4273
10835,M253211,세프타지딤수화물ㆍ건조탄산나트륨
10836,M253212,토코페롤폴리에틸렌글리콜숙시네이트
10837,M253213,오파드라이Ⅱ흰색85F48105
10838,M253217,오파드라이Ⅱ흰색(85G28725)
10839,M253219,"상부 청색, 하부 담청색의 경질캡슐"
10840,M253225,사과향 HF-61330
10841,M253227,P-아미노벤조산
10842,M253229,"상, 하부 짙은 갈색 캡슐"
10843,M253233,엔테카비르일수화물
10844,M253237,실데나필
10845,M253241,카카오색소(JS200)
10846,M253242,치자청색소(JS-500BR)
10847,M253250,상하 적색1호 공캡슐
10848,M253251,"상 적자색, 하 회색"
10849,M253255,에스쿨린
10850,M253274,d-브롬페니라민말레산염
10851,M253279,"상부 적갈색, 하부 흰색 캡슐"
10852,M253283,"캡슐 (상, 하부 농갈색)"
10853,M253284,"상부주황색, 하부노란색의 경질캡슐"
10854,M253285,만니톨·크로스카르멜로오스나트륨 복합혼합물
10855,M253314,"캡슐(상:적갈색, 하:흰색)"
10856,M253321,드링크향 KBR-110978
10857,M253328,메타아크릴산·아크릴산에틸공중합체
10858,M253329,미결정셀룰로오스·만니톨 복합혼합물
10859,M253335,녹색3호레이크
10860,M253343,오파드라이 II 핑크(85G34459)
10861,M253382,오파드라이핑크85G44092
10862,M253384,오파드라이 02M49010 Clear
10863,M253393,메타아크릴산·아크릴산에틸공중합체(유드라짓L30D-55)
10864,M253395,딸기향6228-C
10865,M253396,체리향 SH10-0351
10866,M253397,사람 C1-에스테라제 억제제
10867,M253430,오파드라이핑크03B640012
10868,M253432,바제독시펜아세테이트
10869,M253434,오파드라이핑크03B640012
10870,M253438,만니톨 (Mannitol)
10871,M253457,나프티핀염산염
10872,M253459,스트로베리플라보 A-75001
10873,M253462,"상부 노란색, 하부 백색의 경질캡슐"
10874,M253463,오렌지엣센스#36-GT
10875,M253464,폴리비닐알콜-폴리에틸렌글리콜 그라프트 코폴리머
10876,M253466,콜리코트아이알 브릴리언트블루
10877,M253485,황색5호(선셋옐로우FCF)
10878,M253495,시트러스향
10879,M253496,"캡슐(상: 녹색, 하: 백색)"
10880,M253519,"캡슐(1호, 상·하 갈색)"
10881,M253520,p-아미노벤조산
10882,M253521,산화폴리에틸렌
10883,M253522,졸레드론산일수화물
10884,M253523,데스로라타딘(미분화)
10885,M253530,이매티닙메실산염
10886,M253531,아픽사반
10887,M253533,알렌드론산나트륨삼수화물
10888,M253534,미로데나필
10889,M253535,오파드라이노랑색(04F52158)
10890,M253546,트리스(히드록시메틸)아미노메탄
10891,M253549,"이미페넴수화물,실라스타틴나트륨"
10892,M253552,테오브로민
10893,M253554,메타아크릴산·메타아크릴산메틸공중합체(1:1)
10894,M253555,메타아크릴산아크릴산에틸공중합체(1:1)30%분산체
10895,M253573,오파드라이AMB노란색(80W62332)
10896,M253574,락트산글리콜산공중합체(85:15)
10897,M253576,데스로라타딘
10898,M253577,콜리코트아이알카르민
10899,M253578,헤마토포르피린염산염
10900,M253597,"진피, 후박, 현호색, 아선약 70% 에탄올연조엑스(3→1)"
10901,M253615,오렌지엣센스#32-FH
10902,M253621,수산화나트륨 또는 염산
10903,M253623,d-비오틴1%
10904,M253638,체리향 70933
10905,M253648,불활화폴리오바이러스 제1형 (바이러스주명: Mahoney주)
10906,M253649,불활화폴리오바이러스 제2형 (바이러스주명: MEF-1주)
10907,M253650,불활화폴리오바이러스 제3형 (바이러스주명: Saukett주)
10908,M253651,오파드라이클리어 85F19250
10909,M253663,"상부 주황색, 하부 흰색의 경질캡슐"
10910,M253664,세프타지딤수화물건조탄산나트륨
10911,M253681,글리세릴베히네이트
10912,M253686,"(상,하) 청색캡슐"
10913,M253687,메톡시페나민염산염
10914,M253688,상하 녹색 캡슐
10915,M253696,히드록시프로필셀룰로오스 (HPC)
10916,M253698,크리조티닙
10917,M253700,클로스트리듐부티리쿰토아균
10918,M253701,전분인산나트륨
10919,M253703,디쿠아포솔나트륨
10920,M253720,"인슐린디터머(숙주:S. Cerevisiae, 벡터: pAK729.6.16-△amp)"
10921,M253721,이미페넴ㆍ실라스타틴나트륨 혼합물
10922,M253724,포도엣센스1226
10923,M253729,클리디늄브롬화물
10924,M253730,상.하부 흰색의 경질 캡슐
10925,M253731,상·하부 연주황색의 캡슐
10926,M253732,펠라고니움시도이데스11%에탄올추출물(1→8~10)·글리세린혼합액(8:2)
10927,M253735,저치환도히드록시프로필셀룰로오스(#11)
10928,M253745,"N-{6-[4-({2-[4-(1,3-벤조디옥솔-5-일메틸)-1-피페라지닐"
10929,M253750,라도티닙염산염
10930,M253751,플라사크릴
10931,M253752,메타아크릴산-아크릴산에틸공중합체(1:1)분산액30%
10932,M253753,오파드라이클리어(00F19246)
10933,M253755,폴리에틸렌테레프탈레이트필름
10934,M253756,"캡슐(상,하부 청색)"
10935,M253758,아목시실린나트륨·클라불란산칼륨
10936,M253768,오파드라이 노랑 (03B32555)
10937,M253790,플로랄무스크(5P02985)
10938,M253807,오파드라이녹색(85F41018)
10939,M253809,"캡슐(상부-적색, 하부-적색)"
10940,M253812,오파드라이분홍(20B64648)
10941,M253813,쟈스민향 HP-305195
10942,M253818,미결정셀룰로오스 (101)
10943,M253821,아세트산셀룰로오스(398-10)
10944,M253822,"히프로멜로오스 2910, 3mPa.s"
10945,M253823,오파드라이II황색(YS-30-12788-A)
10946,M253824,오파드라이II회색(Y-30-17528)
10947,M253838,미결정셀룰로오스 PH200
10948,M253841,페놀렛 비함유 미니멈 에센셜 메디움 알파
10949,M253842,동종 제대혈유래 중간엽줄기세포
10950,M253843,올메사탄실렉세틸
10951,M253844,체리향
10952,M253849,규소화된미결정셀룰로오스
10953,M253851,오파드라이흰색(40F18389)
10954,M253852,오파드라이노란색(05F92577)
10955,M253856,"상부-청색, 하부-오렌지색 캡슐"
10956,M253857,상·하부 청색캡슐
10957,M253867,블러드-오렌지향
10958,M253875,"상부진한녹색, 하부백색의 경질캡슐"
10959,M253879,콜로이드성함수실리카
10960,M253903,세피필름LP-770
10961,M253904,"상부청색, 하부하늘색의 경질캡슐"
10962,M253908,자가 지방유래 중간엽줄기세포
10963,M253912,"상, 하부-초록색의 경질캡슐"
10964,M253914,아스피린장용펠렛
10965,M253916,레보드로프로피진
10966,M253920,이스프레이 GAⅡEKRPB01A 백색
10967,M253921,릴피비린염산염
10968,M253922,세프타지딤수화물*건조탄산나트륨
10969,M253929,클로스트리디움보툴리눔독소A형(Clostridium botulinum CBFC26)
10970,M253930,오파드라이II브라운(85F465000)
10971,M253933,설박탐피복실
10972,M253937,오파드라이 Ⅱ 갈색 85F66815
10973,M253943,오파드라이AMB옐로우80W22608
10974,M253948,바이알어댑터
10975,M253962,유비테카레논(코엔자임 Q10)
10976,M253963,코포비돈(콜리돈VA64)
10977,M253972,오파드라이레드(AMBRED80W65172)
10978,M253973,상부 연녹색
10979,M253974,하부 연녹색
10980,M253995,글리세린아세테이트
10981,M253999,"담녹색캡슐(상부,하부)"
10982,M254005,오파드라이 연한황색(YS-1-6382-G)
10983,M254013,콜리스틴메탄설포네이트나트륨
10984,M254014,"상부 보라색, 하부 미황색 캡슐"
10985,M254015,"상부 적색, 하부 흑색의 캡슐"
10986,M254016,아스페르길루스오리제NK배양물
10987,M254017,캡슐제(상하 녹색)
10988,M254021,오파드라이오렌지Y-5-13043
10989,M254029,탤크류
10990,M254030,"상, 하부 짙은 갈색 경질캡슐"
10991,M254041,스테아르산피이지100글리세린
10992,M254042,폴리에틸렌글리콜에텔복합제
10993,M254051,딸기향(PF-33112698)
10994,M254056,L-아스파르트산-L-오르니틴
10995,M254062,오파드라이노란색(03B62323)
10996,M254085,세프라딘수화물 · L-아르기닌(2:1)
10997,M254086,오파그로스 2 클리어
10998,M254091,리바록사반(미세화)
10999,M254092,설타미실린토실산염수화물
11000,M254097,치자적색소
11001,M254099,"메타아크릴산디메틸아미노에틸,메타아크릴산메틸공중합체"
11002,M254131,베타인무수물
11003,M254140,네포팜염산염
11004,M254144,산화에틸렌
11005,M254154,펠라고니움시도이데스11%에탄올추출물(1→8~10)●글리세린혼합액(8:2)
11006,M254155,알클로메타손디프로피오네이트
11007,M254160,디펜히드라민시트르산염
11008,M254167,오파드라이노란색 YS-1-2007
11009,M254175,0.54 % (w/v) 염화나트륨용액
11010,M254176,펠라고니움시도이데스11%에탄올추출물(1→8～10)·글리세린혼합액(8:2)
11011,M254177,당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스(3.5→1)
11012,M254183,무균메로페넴건조탄산나트륨
11013,M254197,오파드라이OY-C-7000A화이트
11014,M254198,재조합인성장호르몬(소마트로핀)
11015,M254208,탄산칼슘 95%과립
11016,M254209,메타아크릴산에틸·메타아크릴산클로로트리메틸암모늄에틸공중합체(유드라짓RS)
11017,M254210,청색2호(알루미늄레이크)
11018,M254211,"캡슐(상부: 암청색, 하부: 담청색)"
11019,M254220,오파드라이파란색(03B20712)
11020,M254222,"상부 암갈색,하부 암자색의 캡슐"
11021,M254227,제피형아스코르브산96%TypeSC
11022,M254228,건조토코페롤아세테이트50% Type SD
11023,M254229,히프로멜로오스5cps
11024,M254252,펠라고니움시도이데스11%에탄올추출물(1→8∼10)·글리세린혼합액(8:2)
11025,M254253,보리노스타트
11026,M254259,자스민향 71177
11027,M254269,"상부-적갈색캡슐, 하부-분홍색캡슐"
11028,M254274,염산(32%)
11029,M254284,F-MELT
11030,M254305,인산수소나트륨십이수화물
11031,M254306,프레드나시놀론아세토니드
11032,M254310,상·하부 보라색의 캡슐제
11033,M254317,카르글루민산
11034,M254320,오파드라이블루03B60891
11035,M254326,알베린시트르산염
11036,M254330,"상부 암갈색, 하부 담갈색 경질캡슐"
11037,M254331,시트리산수화물
11038,M254332,1회용주사침 (25G×5/8(0.5×16mm)
11039,M254334,페퍼민트 엣센스비-940620
11040,M254335,"토실리주맙(숙주:CHO DXB11, 벡터:phPM1HL2, 종세포주:CHO V4)"
11041,M254368,중쇄트리글리세리드(Triglycerides Medium-chain)
11042,M254381,메베버린염산염
11043,M254390,과플루오르부탄
11044,M254391,경화에그포스파티딜세린나트륨
11045,M254398,"캡슐(상,하부 : 적색)"
11046,M254399,오파드라이Ⅱ브라운85G56954
11047,M254407,차전자염자
11048,M254408,오미자초증
11049,M254413,페메트렉시드이나트륨염2.5수화물
11050,M254414,"상부 연등색, 하부 미황색의 경질캡슐"
11051,M254415,"상부-주홍색, 하부-미황색의 캡슐"
11052,M254428,r-오리자놀
11053,M254430,"세페핌염산염,L-아르기닌"
11054,M254436,"상부백색, 하부백색의 경질캡슐"
11055,M254445,티페피딘시트르산염
11056,M254449,상: 청색  하: 흰색
11057,M254451,오파드라이파란색85F20775
11058,M254453,오파글로스2클리어
11059,M254457,오파드라이 fx 은색 62W28547
11060,M254459,"상부 담녹색, 하부 황색 경질 캡슐"
11061,M254465,레드칼라 H-8631
11062,M254467,오파드라이Ⅱ파란색(85F20775)
11063,M254477,콜라향엣센스유씨
11064,M254483,페그필그라스팀
11065,M254486,오파드라이노란색(03B620011)
11066,M254487,오파드라이그린(03B41083)
11067,M254489,오파드라이II노란색(85F12380)
11068,M254495,락툴로오스농축액
11069,M254500,지페프롤염산염
11070,M254518,메타아크릴산디메틸아미노에틸？메타아크릴산메틸공중합체(유드라짓E100)
11071,M254519,오파드라이핑크03B84893
11072,M254528,탈린MD90
11073,M254529,허브엣센스SC7660
11074,M254531,글리세린모노올리에이트
11075,M254534,"상, 하 연한주황색의 경질캡슐"
11076,M254544,"상, 하 적색의 캡슐"
11077,M254545,빌베리70%에탄올엑스
11078,M254552,토코페롤아세테이트50%과립
11079,M254553,오파드라이 II 레드 85F450001
11080,M254555,오렌지향HK-111219
11081,M254564,폴리말토오스수산화제이철착염
11082,M254581,유당수화물
11083,M254582,유당수화물(분사 건조품)
11084,M254583,미결정셀룰로오즈(Granular-102)
11085,M254584,미결정셀룰로오스(Granular-102)
11086,M254585,스테아르산마그네슘(식물성)
11087,M254588,오파드라이 II 옐로우 85F12380
11088,M254589,오파드라이AMB브라운 81W665005
11089,M254595,상하부 청색의 경질캡슐
11090,M254613,"상단 등황색, 하단 유백색 경질캡슐"
11091,M254615,바미필린염산염
11092,M254618,빌베리열매건조가루
11093,M254634,수막구균 A군 올리고당과 디프테리아 CRM197 단백질 접합체
11094,M254635,수막구균 C군 올리고당과 디프테리아 CRM197 단백질 접합체
11095,M254636,수막구균 W135군 올리고당과 디프테리아 CRM197 단백질 접합체
11096,M254637,수막구균 Y군 올리고당과 디프테리아 CRM197 단백질 접합체
11097,M254639,오파드라이II오렌지85G630015
11098,M254640,오파드라이Ⅱ오렌지 85G630017
11099,M254645,모노-디-글리세라이드
11100,M254652,"상, 하부-연녹색의 경질캡슐"
11101,M254653,"상-연녹색, 하-노란색의 경질캡슐"
11102,M254654,오파드라이 62W28547
11103,M254663,오파드라이 AMB 그린 80W610010
11104,M254666,아세트산나트륨무수물
11105,M254667,오파드라이II옐로우(85F12380)
11106,M254673,틸록사폴
11107,M254675,오파드라이Ⅱ옐로우85F12380
11108,M254680,"상,하 담녹색의 캡슐"
11109,M254681,탈지면봉
11110,M254682,멸균탈지면볼
11111,M254683,그라니세트론염산염
11112,M254693,오파드라이II파란색(85F10919)
11113,M254700,메타아크릴산·아크릴산에틸공중합체(유드라짓L30-D55)
11114,M254701,메타아크릴산ㆍ아크릴산에틸공중합체(1:1)분산액30%
11115,M254702,날트렉손염산염
11116,M254703,오파드라이노랑(85F42142)
11117,M254710,불활화 세포배양 일본뇌염 바이러스(바이러스주명:Beijing-Handai)
11118,M254713,"캡슐(상: 청색, 하: 하늘색)"
11119,M254719,덱시부프로펜
11120,M254723,"상부 황색, 하부 연황색 캡슐"
11121,M254733,판크레아스분말
11122,M254740,마이파머티드
11123,M254741,POPC(1-팔미토일-2-올레오일-sn-글리세로-3-포스파티딜콜린)
11124,M254742,"OOPS(1,2-디올레오일-sn-글리세로-3-포스파티딜-엘-세린 모노나트륨염)"
11125,M254743,1회용멸균스파이크필터
11126,M254744,브롬페낙나트륨수화물
11127,M254745,펠라고니움시도이데스11%에탄올추출물(1→8~10).글리세린혼합액(8:2)
11128,M254749,아스코르브산95%과립
