dca_seq,dca_name,relation_seq,dca_avoid_desc,dca_avoid,avoid_seq
2073,할로페리돌,3158,QT간격 연장 위험 증가,에스시탈로프람,8527
2074,할로페리돌,3158,QT간격 연장 위험 증가,에스시탈로프람,11515
2075,할로페리돌,3158,QT간격 연장 위험 증가,목시플록사신,3510
2076,할로페리돌,3158,QT간격 연장 위험 증가,목시플록사신,9950
2077,할로페리돌,3158,QT간격 연장 위험 증가,목시플록사신,9952
2078,할로페리돌,3158,QT간격 연장 위험 증가,드로네다론,10068
2079,할로페리돌,3158,QT간격 연장 위험 증가,아지트로마이신,2486
2080,할로페리돌,3158,QT간격 연장 위험 증가,아지트로마이신,7712
2081,할로페리돌,3158,QT간격 연장 위험 증가,아지트로마이신,10333
2082,할로페리돌,3158,QT간격 연장 위험 증가,레보플록사신,2540
2083,할로페리돌,3158,QT간격 연장 위험 증가,레보플록사신,2967
2084,할로페리돌,3158,QT간격 연장 위험 증가,레보플록사신,10400
2085,할로페리돌,3158,QT간격 연장 위험 증가,제미플록사신,24
2086,실데나필,3167,Guanylate cyclase 자극제의 혈압강하작용 증가,리오시구앗,12335
2087,실데나필,3167,혈압강하작용 증가,니트로푸루시드,8507
2088,실데나필,3167,동일계열 병용투여 금기,미로데나필,7182
2089,실데나필,3167,동일계열 병용투여 금기,미로데나필,10888
2090,실데나필,3167,동일계열 병용투여 금기,타다라필,3997
2091,실데나필,3167,동일계열 병용투여 금기,유데나필,4985
2092,실데나필,3167,동일계열 병용투여 금기,바데나필,10657
2093,실데나필,3167,혈압강하작용 증가,니트로글리세린,3031
2094,실데나필,3167,혈압강하작용 증가,니트로글리세린,3825
2095,실데나필,3167,혈압강하작용 증가,니트로글리세린,5256
2096,실데나필,3167,혈압강하작용 증가,니트로글리세린,5282
2097,실데나필,3167,혈압강하작용 증가,니트로글리세린,7178
2098,실데나필,3167,혈압강하작용 증가,니트로글리세린,11775
2099,실데나필,3167,혈압강하증가,인디나빌,8720
2100,실데나필,3167,혈압강하증가,로피나비르,12253
2101,실데나필,3167,혈압강하증가,로피나비르,12254
2102,실데나필,3167,혈압강하증가,리토나비르,12254
2103,이오트로란,3176,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,6032
2104,이오트로란,3176,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,7213
2105,이오트로란,3176,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,7783
2106,이오트로란,3176,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,9223
2107,이오트로란,3176,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,11385
2108,이오트로란,3176,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,13253
2109,이오트로란,3176,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,13655
2110,수마트립탄,3192,"상가적인 혈관수축반응, 현저한 혈압상승",졸미트립탄,3526
2111,수마트립탄,3192,상가적인 혈관경련,에르고타민,367
2112,수마트립탄,3192,상가적인 혈관경련,에르고타민,7842
2113,수마트립탄,3192,세로토닌 증후군,클로미프라민,7883
2114,수마트립탄,3192,세로토닌 증후군,탄산리튬,493
2115,심바스타틴,3321,근육병증의 위험 증가 가능,클래리트로마이신,2566
2116,심바스타틴,3321,근육병증의 위험 증가 가능,클래리트로마이신,2801
2117,심바스타틴,3321,근육병증의 위험 증가 가능,클래리트로마이신,4860
2118,심바스타틴,3321,근육병증의 위험 증가 가능,클래리트로마이신,7725
2119,심바스타틴,3321,근육병증의 위험 증가 가능,클래리트로마이신,7868
2120,심바스타틴,3321,근육병증의 위험 증가 가능,클래리트로마이신,9572
2121,심바스타틴,3321,근육병증의 위험 증가 가능,클래리트로마이신,11597
2122,심바스타틴,3321,근육병증의 위험 증가 가능,푸시딘산,136
2123,심바스타틴,3321,근육병증의 위험 증가 가능,푸시딘산,156
2124,심바스타틴,3321,횡문근융해증을 비롯한 근육질환 등 중증 이상반응,넬피나비어,2960
2125,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,122
2126,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,123
2127,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,124
2128,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,145
2129,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,7843
2130,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,7844
2131,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,7845
2132,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,7846
2133,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,10562
2134,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,11505
2135,에제티미브,3321,근증/횡문근변성의 위험성이 증가,에리트로마이신,11884
2136,에제티미브,3321,근증/횡문근변성의 위험성이 증가,케토코나졸,1486
2137,에제티미브,3321,근증/횡문근변성의 위험성이 증가,인디나빌,8720
2138,심바스타틴,3321,근병증/횡문근융해,다루나비르,12134
2139,에제티미브,3321,근증/횡문근변성의 위험성이 증가,아타자나비르,10055
2140,에제티미브,3321,근증/횡문근변성의 위험성이 증가,아타자나비르,13084
2141,에제티미브,3321,근증/횡문근변성의 위험성이 증가,다루나비르,12134
2142,에제티미브,3321,근증/횡문근변성의 위험성이 증가,넬피나비어,2960
2143,에제티미브,3321,근증/횡문근변성의 위험성이 증가,이트라코나졸,2170
2144,에제티미브,3321,근증/횡문근변성의 위험성이 증가,이트라코나졸,2171
2145,에제티미브,3321,근증/횡문근변성의 위험성이 증가,이트라코나졸,3700
2146,에제티미브,3321,근증/횡문근변성의 위험성이 증가,이트라코나졸,6056
2147,에제티미브,3321,근증/횡문근변성의 위험성이 증가,이트라코나졸,6066
2148,에제티미브,3321,근증/횡문근변성의 위험성이 증가,로피나비르,12253
2149,에제티미브,3321,근증/횡문근변성의 위험성이 증가,로피나비르,12254
2150,심바스타틴,3321,근병증 및 횡문근융해？ ,텔리트로마이신,3820
2151,심바스타틴,3321,근병증 및 횡문근융해？ ,텔리트로마이신,6802
2152,심바스타틴,3321,근병증 및 횡문근융해？ ,텔리트로마이신,8809
2153,에제티미브,3321,근증/횡문근변성의 위험성이 증가,텔리트로마이신,3820
2154,에제티미브,3321,근증/횡문근변성의 위험성이 증가,텔리트로마이신,6802
2155,에제티미브,3321,근증/횡문근변성의 위험성이 증가,텔리트로마이신,8809
2156,심바스타틴,3321,근육병증의 위험 증가 가능,포사코나졸,11563
2157,심바스타틴,3321,근육병증의 위험 증가 가능,리토나비르,12254
2158,심바스타틴,3321,횡문근융해증을 비롯한 근육질환 등 중증 이상반응,인디나빌,8720
2159,심바스타틴,3321,횡문근융해증을 비롯한 근육질환 등 중증 이상반응,리토나비르,12254
2160,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,122
2161,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,123
2162,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,124
2163,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,145
2164,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,7843
2165,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,7844
2166,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,7845
2167,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,7846
2168,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,10562
2169,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,11505
2170,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",에리트로마이신,11884
2171,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",클래리트로마이신,2566
2172,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",클래리트로마이신,2801
2173,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",클래리트로마이신,4860
2174,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",클래리트로마이신,7725
2175,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",클래리트로마이신,7868
2176,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",클래리트로마이신,9572
2177,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",클래리트로마이신,11597
2178,심바스타틴,3321,"근병증, 횡문근융해의 위험증가",케토코나졸,1486
2179,심바스타틴,3321,횡문근융해증을 비롯한 근육질환 등 중증 이상반응,로피나비르,12253
2180,심바스타틴,3321,횡문근융해증을 비롯한 근육질환 등 중증 이상반응,로피나비르,12254
2181,심바스타틴,3321,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,31
2182,심바스타틴,3321,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,207
2183,심바스타틴,3321,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,2470
2184,심바스타틴,3321,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,2536
2185,오메프라졸,3324,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,릴피비린,10967
2186,오메프라졸,3324,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,엠트리시타빈,9
2187,오메프라졸,3324,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,엠트리시타빈,10173
2188,오메프라졸,3324,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,엠트리시타빈,10967
2189,오메프라졸,3324,아타자나비어 효과감소 및 내성발현,아타자나비르,10055
2190,오메프라졸,3324,아타자나비어 효과감소 및 내성발현,아타자나비르,13084
2191,오메프라졸,3324,Nelfinavir의 치료효과 감소 및 내성발현 위험 증가,넬피나비어,2960
2192,미졸라스틴,3348,mizolastine의 혈중농도 상승,메트로니다졸,254
2193,미졸라스틴,3348,"말초혈관경련, 사지허혈, 감각이상등",록시트로마이신,1940
2194,미졸라스틴,3348,"말초혈관경련, 사지허혈, 감각이상등",록시트로마이신,5336
2195,미졸라스틴,3348,"말초혈관경련, 사지허혈, 감각이상등",록시트로마이신,7684
2196,미졸라스틴,3348,"말초혈관경련, 사지허혈, 감각이상등",록시트로마이신,7773
2197,미졸라스틴,3348,"말초혈관경련, 사지허혈, 감각이상등",록시트로마이신,9057
2198,라베프라졸,3353,아타자나비르의 혈중농도 감소,아타자나비르,10055
2199,라베프라졸,3353,아타자나비르의 혈중농도 감소,아타자나비르,13084
2200,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,6032
2201,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,7213
2202,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,7783
2203,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,9223
2204,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,11385
2205,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,13253
2206,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,13655
2207,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,1029
2208,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,4402
2209,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,7676
2210,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,11961
2211,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,614
2212,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,13032
2213,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,13144
2214,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,10577
2215,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,12822
2216,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,13696
2217,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,3051
2218,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,4054
2219,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,12070
2220,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,14531
2221,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,10802
2222,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,32
2223,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,13938
2224,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,14644
2225,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,12411
2226,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,2603
2227,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,7611
2228,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,12916
2229,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,3630
2230,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,8536
2231,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,12569
2232,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,50
2233,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,3747
2234,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,7085
2235,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,7265
2236,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,7471
2237,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,9395
2238,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,9803
2239,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,10516
2240,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,11653
2241,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,13249
2242,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,11165
2243,이오딕사놀,3359,기능적 신부전에 의해 유산 산성증 촉진,메트포르민,13091
2244,니솔디핀,3365,nisoldipine의 혈중농도 상승,케토코나졸,1486
2245,니솔디핀,3365,nisoldipine의 혈중농도 상승,이트라코나졸,2170
2246,니솔디핀,3365,nisoldipine의 혈중농도 상승,이트라코나졸,2171
2247,니솔디핀,3365,nisoldipine의 혈중농도 상승,이트라코나졸,3700
2248,니솔디핀,3365,nisoldipine의 혈중농도 상승,이트라코나졸,6056
2249,니솔디핀,3365,nisoldipine의 혈중농도 상승,이트라코나졸,6066
2250,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,122
2251,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,123
2252,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,124
2253,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,145
2254,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,7843
2255,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,7844
2256,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,7845
2257,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,7846
2258,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,10562
2259,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,11505
2260,히드로클로로티아지드,3372,심실성빈맥(Torsade de pointes),에리트로마이신,11884
2261,발프로산,3418,간질발작 재발,메로페넴,3570
2262,발프로산,3418,간질발작 재발,메로페넴,8629
2263,발프로산,3418,간질발작 재발,메로페넴,8776
2264,발프로산,3418,간질발작 재발,메로페넴,9954
2265,발프로산,3418,간질발작 재발,메로페넴,10099
2266,발프로산,3418,간질발작 재발,메로페넴,10607
2267,발프로산,3418,간질발작 재발,메로페넴,10608
2268,발프로산,3418,간질발작 재발,메로페넴,10680
2269,발프로산,3418,간질발작 재발,메로페넴,11012
2270,발프로산,3418,간질 발작 재발,이미페넴,1908
2271,발프로산,3418,간질 발작 재발,이미페넴,3382
2272,발프로산,3418,간질 발작 재발,이미페넴,4015
2273,발프로산,3418,간질 발작 재발,이미페넴,6000
2274,발프로산,3418,간질 발작 재발,이미페넴,7720
2275,발프로산,3418,간질 발작 재발,이미페넴,10891
2276,발프로산,3418,간질 발작 재발,이미페넴,10921
2277,발프로산,3418,간질 발작 재발,파니페넴,4097
2278,에르고타민,3476,"약리적 상가작용에 의해, 혈압 상승 및 맥각중독(에르고티즘)(말초혈관수축 증가)의 위험성을 증가",졸미트립탄,3526
2279,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",로피나비르,12253
2280,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",로피나비르,12254
2281,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",프로바트립탄,9669
2282,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",리토나비르,12254
2283,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",이트라코나졸,2170
2284,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",이트라코나졸,2171
2285,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",이트라코나졸,3700
2286,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",이트라코나졸,6056
2287,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",이트라코나졸,6066
2288,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",인디나빌,8720
2289,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",보리코나졸,55
2290,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",보리코나졸,4898
2291,에르고타민,3476,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",넬피나비어,2960
2292,졸미트립탄,3526,졸미트립탄의 혈중농도 증가,모클로베미드,2464
2293,란소프라졸,3558,치료효과의 손실과 약물내성 나타날 수 있음,넬피나비어,2960
2294,란소프라졸,3558,아타자나비르의 혈중농도 감소,아타자나비르,10055
2295,란소프라졸,3558,아타자나비르의 혈중농도 감소,아타자나비르,13084
2296,페르페나진,3575,혈압강하효과,에피네프린,377
2297,페르페나진,3575,혈압강하효과,에피네프린,471
2298,페르페나진,3575,혈압강하효과,에피네프린,3864
2299,페르페나진,3575,혈압강하효과,에피네프린,10425
2300,메톨라존,3579,리튬 독성 증가,탄산리튬,493
2301,쿠에티아핀,3610,,에피네프린,377
2302,쿠에티아핀,3610,,에피네프린,471
2303,쿠에티아핀,3610,,에피네프린,3864
2304,쿠에티아핀,3610,,에피네프린,10425
2305,노르에피네프린,3623,"심부정맥, 경우에 따라 심정지",이소프로테레놀,7860
2306,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,이오헥솔,3074
2307,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,이옥사글린산,2533
2308,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,이오프로마이드,2535
2309,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,이오메프롤,2864
2310,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,이오파미돌,2526
2311,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,이오비트리돌,2751
2312,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,아이오다이즈드오일,12237
2313,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,이오트로란,3176
2314,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,이오딕사놀,3359
2315,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,이오딕사놀,6017
2316,메트포르민,3630,기능적 신부전에 의해 유산 산성증 촉진,이오딕사놀,7722
2317,아토르바스타틴,3654,횡문근융해와 같은 중증의 근육이상 보고,푸시딘산,136
2318,아토르바스타틴,3654,횡문근융해와 같은 중증의 근육이상 보고,푸시딘산,156
2319,에스오메프라졸,3661,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,릴피비린,10967
2320,에스오메프라졸,3661,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,엠트리시타빈,9
2321,에스오메프라졸,3661,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,엠트리시타빈,10173
2322,에스오메프라졸,3661,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,엠트리시타빈,10967
2323,에스오메프라졸,3661,아타자나비르의 혈중농도 감소,아타자나비르,10055
2324,에스오메프라졸,3661,아타자나비르의 혈중농도 감소,아타자나비르,13084
2325,에스오메프라졸,3661,Nelfinavir의 치료효과 감소 및 내성발현 위험 증가,넬피나비어,2960
2326,마진돌,3665,혈압상승 위험 유발,모클로베미드,2464
2327,마진돌,3665,혈압상승 위험 유발,셀레길린염산염,7705
2328,심바스타틴,3677,근육병증의 위험 증가 가능,클래리트로마이신,2566
2329,심바스타틴,3677,근육병증의 위험 증가 가능,클래리트로마이신,2801
2330,심바스타틴,3677,근육병증의 위험 증가 가능,클래리트로마이신,4860
2331,심바스타틴,3677,근육병증의 위험 증가 가능,클래리트로마이신,7725
2332,심바스타틴,3677,근육병증의 위험 증가 가능,클래리트로마이신,7868
2333,심바스타틴,3677,근육병증의 위험 증가 가능,클래리트로마이신,9572
2334,심바스타틴,3677,근육병증의 위험 증가 가능,클래리트로마이신,11597
2335,심바스타틴,3677,근육병증의 위험 증가 가능,리토나비르,12254
2336,심바스타틴,3677,근육병증의 위험 증가 가능,포사코나졸,11563
2337,심바스타틴,3677,근육병증의 위험 증가 가능,푸시딘산,136
2338,심바스타틴,3677,근육병증의 위험 증가 가능,푸시딘산,156
2339,이트라코나졸,3700,티카그렐러는 이트라코나졸에 의해 혈장농도가 증가 가능,티카그렐러,10737
2340,이트라코나졸,3700,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",메틸에르고메트린,1238
2341,이트라코나졸,3700,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가",메틸에르고메트린,7786
2342,이트라코나졸,3700,Vardenafil의 혈중농도 증가,바데나필,10657
2343,이트라코나졸,3700,횡문근융해증,로바스타틴,2097
2344,이트라코나졸,3700,midazolam 의 약리학적 효과 및 작용(수면유도 및 진정작용 등의 중추신경 억제 효과) 증가,미다졸람,2910
2345,이트라코나졸,3700,midazolam 의 약리학적 효과 및 작용(수면유도 및 진정작용 등의 중추신경 억제 효과) 증가,미다졸람,7667
2346,이트라코나졸,3700,QT 간격 연장 및 심실부정맥(Torsade de pointes) 위험 증가,피모지드,1378
2347,이트라코나졸,3700,횡문근융해증,심바스타틴,3321
2348,이트라코나졸,3700,triazolam 의 약리학적 효과 및 작용(수면유도 및 진정작용 등의 중추신경 억제 효과) 증가,트리아졸람,53
2349,이트라코나졸,3700,triazolam 의 약리학적 효과 및 작용(수면유도 및 진정작용 등의 중추신경 억제 효과) 증가,트리아졸람,2893
2350,이트라코나졸,3700,"골수억제, 설사 등 이상반응 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",이리노테칸,3497
2351,이트라코나졸,3700,"골수억제, 설사 등 이상반응 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",이리노테칸,8524
2352,이트라코나졸,3700,"Dronedarone의 혈중농도 증가, TdP를 포함하는 중대한 심실성 부정맥 같은 Dronedarone 관련 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",드로네다론,10068
2353,이트라코나졸,3700,"Lercanidipine의 혈중농도 증가, 저혈압 및 말초부종 같은 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",레르카니디핀,4615
2354,이트라코나졸,3700,"Lercanidipine의 혈중농도 증가, 저혈압 및 말초부종 같은 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",레르카니디핀,8798
2355,이트라코나졸,3700,"Lercanidipine의 혈중농도 증가, 저혈압 및 말초부종 같은 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",레르카니디핀,10296
2356,이트라코나졸,3700,"Lercanidipine의 혈중농도 증가, 저혈압 및 말초부종 같은 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",레르카니디핀,11382
2357,이트라코나졸,3700,"Dapoxetine의 혈중농도 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",다폭세틴,9443
2358,이트라코나졸,3700,"Dapoxetine의 혈중농도 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",다폭세틴,9446
2359,이트라코나졸,3700,"Felodipine의 혈중농도 증가, 저혈압 및 말초부종 같은 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",펠로디핀,1679
2360,이트라코나졸,3700,"Felodipine의 혈중농도 증가, 저혈압 및 말초부종 같은 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",펠로디핀,2364
2361,이트라코나졸,3700,"Mizolastine의 혈중농도 증가, QT 연장 같은 Mizolastine 관련 약물이상반응 발생 위험이 증가. Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",미졸라스틴,3348
2362,아토르바스타틴,3747,횡문근융해와 같은 중증의 근육이상 보고,푸시딘산,136
2363,아토르바스타틴,3747,횡문근융해와 같은 중증의 근육이상 보고,푸시딘산,156
2364,아토르바스타틴,3747,근육병증,케토코나졸,1486
2365,아토르바스타틴,3747,근육병증,이트라코나졸,2170
2366,아토르바스타틴,3747,근육병증,이트라코나졸,2171
2367,아토르바스타틴,3747,근육병증,이트라코나졸,3700
2368,아토르바스타틴,3747,근육병증,이트라코나졸,6056
2369,아토르바스타틴,3747,근육병증,이트라코나졸,6066
2370,아토르바스타틴,3747,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,31
2371,아토르바스타틴,3747,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,207
2372,아토르바스타틴,3747,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,2470
2373,아토르바스타틴,3747,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,2536
2374,텔리트로마이신,3820,QT 간격 연장으로 심실성 부정맥 위험 증가 가능,아미오다론,25
2375,텔리트로마이신,3820,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,367
2376,텔리트로마이신,3820,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,7842
2377,니트로글리세린,3825,"맥각독성(말초허혈, 감각이상, 구역, 구토) 위험 증가",에르고타민,367
2378,니트로글리세린,3825,"맥각독성(말초허혈, 감각이상, 구역, 구토) 위험 증가",에르고타민,469
